Epochs,Training Loss,Validation Loss
0,1.0932583179570696,1.077864327213981
1,1.0570441027583204,1.0134221613407135
2,0.9767211816335087,0.933712974190712
3,0.9296419906434674,0.9150354293259707
4,0.8971728278598204,0.9081922322511673
FINAL,,
