Epochs,Training Loss,Validation Loss
0,1.0916382961621567,1.055785818302885
1,1.0257273422528619,0.9550290431113954
2,0.9465920116803418,0.9334503126905319
3,0.8923045010327204,0.908957357736344
4,0.8628585378056792,0.9083427888281802
FINAL,,
