Epochs,Training Loss,Validation Loss
0,1.0646444874755023,1.020808314022265
1,1.0229943833760256,1.016499167994449
2,0.9892818234728639,0.9389579594135284
3,0.9549584609164289,0.9349606460646579
4,0.9309635590872115,0.9329149974019904
FINAL,,
